audio_path,sentence,lang,source,augmentation
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000313_noise.wav,그는 인우의 경우를 다시 청아와 영숙에게 갖다 대보았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549037.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000314_orig.wav,한국 애들이 직접 현장에 온다고?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549042.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000314_speed095.wav,한국 애들이 직접 현장에 온다고?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549042.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000314_speed105.wav,한국 애들이 직접 현장에 온다고?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549042.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000314_noise.wav,한국 애들이 직접 현장에 온다고?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549042.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000315_orig.wav,난 못해요.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549057.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000315_speed095.wav,난 못해요.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549057.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000315_speed105.wav,난 못해요.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549057.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000315_noise.wav,난 못해요.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549057.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000316_orig.wav,야학을 마치고 삼호실로 돌아온 선비는 옷을 입은 채로 자리에 누웠다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549083.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000316_speed095.wav,야학을 마치고 삼호실로 돌아온 선비는 옷을 입은 채로 자리에 누웠다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549083.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000316_speed105.wav,야학을 마치고 삼호실로 돌아온 선비는 옷을 입은 채로 자리에 누웠다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549083.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000316_noise.wav,야학을 마치고 삼호실로 돌아온 선비는 옷을 입은 채로 자리에 누웠다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549083.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000317_orig.wav,오른쪽으로 가.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549090.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000317_speed095.wav,오른쪽으로 가.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549090.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000317_speed105.wav,오른쪽으로 가.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549090.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000317_noise.wav,오른쪽으로 가.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549090.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000318_orig.wav,그리고 무심히 머리맡에 놓인 목화 송이를 집어다 볼에 꼭 대었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549092.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000318_speed095.wav,그리고 무심히 머리맡에 놓인 목화 송이를 집어다 볼에 꼭 대었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549092.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000318_speed105.wav,그리고 무심히 머리맡에 놓인 목화 송이를 집어다 볼에 꼭 대었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549092.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000318_noise.wav,그리고 무심히 머리맡에 놓인 목화 송이를 집어다 볼에 꼭 대었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549092.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000319_orig.wav,그거야.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549125.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000319_speed095.wav,그거야.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549125.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000319_speed105.wav,그거야.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549125.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000319_noise.wav,그거야.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549125.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000320_orig.wav,그들은 자기들의 농사하는 이치를 이렇게 꼭꼭 알아내는 것이 얼마나 감사하게 생각 되었는지 몰랐다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549142.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000320_speed095.wav,그들은 자기들의 농사하는 이치를 이렇게 꼭꼭 알아내는 것이 얼마나 감사하게 생각 되었는지 몰랐다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549142.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000320_speed105.wav,그들은 자기들의 농사하는 이치를 이렇게 꼭꼭 알아내는 것이 얼마나 감사하게 생각 되었는지 몰랐다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549142.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000320_noise.wav,그들은 자기들의 농사하는 이치를 이렇게 꼭꼭 알아내는 것이 얼마나 감사하게 생각 되었는지 몰랐다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549142.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000321_orig.wav,"다만, 법률이 정하는 바에 의하여 대법관이 아닌 법관을 둘 수 있다.",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549153.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000321_speed095.wav,"다만, 법률이 정하는 바에 의하여 대법관이 아닌 법관을 둘 수 있다.",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549153.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000321_speed105.wav,"다만, 법률이 정하는 바에 의하여 대법관이 아닌 법관을 둘 수 있다.",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549153.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000321_noise.wav,"다만, 법률이 정하는 바에 의하여 대법관이 아닌 법관을 둘 수 있다.",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549153.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000322_orig.wav,"고마워요, 아빠.",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549166.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000322_speed095.wav,"고마워요, 아빠.",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549166.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000322_speed105.wav,"고마워요, 아빠.",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549166.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000322_noise.wav,"고마워요, 아빠.",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549166.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000323_orig.wav,재미없어요.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549439.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000323_speed095.wav,재미없어요.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549439.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000323_speed105.wav,재미없어요.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549439.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000323_noise.wav,재미없어요.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549439.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000324_orig.wav,겨울이 오면 봄이 멀지 않으리.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549470.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000324_speed095.wav,겨울이 오면 봄이 멀지 않으리.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549470.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000324_speed105.wav,겨울이 오면 봄이 멀지 않으리.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549470.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000324_noise.wav,겨울이 오면 봄이 멀지 않으리.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549470.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000325_orig.wav,꼭 그렇진 않아요.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40669651.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000325_speed095.wav,꼭 그렇진 않아요.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40669651.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000325_speed105.wav,꼭 그렇진 않아요.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40669651.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000325_noise.wav,꼭 그렇진 않아요.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40669651.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000326_orig.wav,무슨 소리?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40669686.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000326_speed095.wav,무슨 소리?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40669686.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000326_speed105.wav,무슨 소리?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40669686.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000326_noise.wav,무슨 소리?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40669686.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000327_orig.wav,그러는 동안에 옆에 있던 설성월이가 보이지를 아니하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800748.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000327_speed095.wav,그러는 동안에 옆에 있던 설성월이가 보이지를 아니하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800748.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000327_speed105.wav,그러는 동안에 옆에 있던 설성월이가 보이지를 아니하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800748.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000327_noise.wav,그러는 동안에 옆에 있던 설성월이가 보이지를 아니하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800748.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000328_orig.wav,동혁은 물끄러미 영신을 보다가 말을 계속한다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800749.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000328_speed095.wav,동혁은 물끄러미 영신을 보다가 말을 계속한다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800749.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000328_speed105.wav,동혁은 물끄러미 영신을 보다가 말을 계속한다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800749.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000328_noise.wav,동혁은 물끄러미 영신을 보다가 말을 계속한다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800749.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000329_orig.wav,신철이는 모자로 해를 가리며 이마의 땀을 씻었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800750.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000329_speed095.wav,신철이는 모자로 해를 가리며 이마의 땀을 씻었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800750.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000329_speed105.wav,신철이는 모자로 해를 가리며 이마의 땀을 씻었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800750.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000329_noise.wav,신철이는 모자로 해를 가리며 이마의 땀을 씻었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800750.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000330_orig.wav,며칠 후에 풍헌이 보이지 않으므로 누구에게 물으니 그는 벌써 어디론지 가버리고 말았다는 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800751.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000330_speed095.wav,며칠 후에 풍헌이 보이지 않으므로 누구에게 물으니 그는 벌써 어디론지 가버리고 말았다는 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800751.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000330_speed105.wav,며칠 후에 풍헌이 보이지 않으므로 누구에게 물으니 그는 벌써 어디론지 가버리고 말았다는 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800751.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000330_noise.wav,며칠 후에 풍헌이 보이지 않으므로 누구에게 물으니 그는 벌써 어디론지 가버리고 말았다는 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800751.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000331_orig.wav,그리고 감독이 물으면 대답하려고 어제 밤새도록 준비하였던 말이 어디로 달아나 버리고 말았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800752.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000331_speed095.wav,그리고 감독이 물으면 대답하려고 어제 밤새도록 준비하였던 말이 어디로 달아나 버리고 말았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800752.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000331_speed105.wav,그리고 감독이 물으면 대답하려고 어제 밤새도록 준비하였던 말이 어디로 달아나 버리고 말았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800752.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000331_noise.wav,그리고 감독이 물으면 대답하려고 어제 밤새도록 준비하였던 말이 어디로 달아나 버리고 말았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800752.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000332_orig.wav,싸락눈이 그의 다는 얼굴을 선듯선듯하게 하여 준다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800753.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000332_speed095.wav,싸락눈이 그의 다는 얼굴을 선듯선듯하게 하여 준다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800753.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000332_speed105.wav,싸락눈이 그의 다는 얼굴을 선듯선듯하게 하여 준다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800753.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000332_noise.wav,싸락눈이 그의 다는 얼굴을 선듯선듯하게 하여 준다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800753.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000333_orig.wav,유서방은 눈 위에서 이리 뛰고 저리 뛰는 검정이를 바라보며 빙글빙글 웃고 있다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800754.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000333_speed095.wav,유서방은 눈 위에서 이리 뛰고 저리 뛰는 검정이를 바라보며 빙글빙글 웃고 있다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800754.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000333_speed105.wav,유서방은 눈 위에서 이리 뛰고 저리 뛰는 검정이를 바라보며 빙글빙글 웃고 있다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800754.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000333_noise.wav,유서방은 눈 위에서 이리 뛰고 저리 뛰는 검정이를 바라보며 빙글빙글 웃고 있다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800754.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000334_orig.wav,한 백 평쯤 되는 못자리에는 논둑이 찰찰 넘치도록 물이 잡혔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800756.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000334_speed095.wav,한 백 평쯤 되는 못자리에는 논둑이 찰찰 넘치도록 물이 잡혔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800756.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000334_speed105.wav,한 백 평쯤 되는 못자리에는 논둑이 찰찰 넘치도록 물이 잡혔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800756.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000334_noise.wav,한 백 평쯤 되는 못자리에는 논둑이 찰찰 넘치도록 물이 잡혔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800756.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000335_orig.wav,행복은 습관이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800757.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000335_speed095.wav,행복은 습관이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800757.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000335_speed105.wav,행복은 습관이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800757.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000335_noise.wav,행복은 습관이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800757.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000336_orig.wav,모든 국민은 보건에 관하여 국가의 보호를 받는다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800759.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000336_speed095.wav,모든 국민은 보건에 관하여 국가의 보호를 받는다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800759.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000336_speed105.wav,모든 국민은 보건에 관하여 국가의 보호를 받는다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800759.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000336_noise.wav,모든 국민은 보건에 관하여 국가의 보호를 받는다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800759.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000337_orig.wav,찬란한 문화로 자라난,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800760.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000337_speed095.wav,찬란한 문화로 자라난,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800760.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000337_speed105.wav,찬란한 문화로 자라난,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800760.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000337_noise.wav,찬란한 문화로 자라난,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800760.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000338_orig.wav,이 한마디는 그의 마지막 소망까지 끊어 버렸다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800761.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000338_speed095.wav,이 한마디는 그의 마지막 소망까지 끊어 버렸다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800761.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000338_speed105.wav,이 한마디는 그의 마지막 소망까지 끊어 버렸다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800761.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000338_noise.wav,이 한마디는 그의 마지막 소망까지 끊어 버렸다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800761.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000339_orig.wav,기름이 졸아붙은 남폿불을 돋워 가며 잠을 이루지 못하는 겨울 밤은 길기도 길었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800762.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000339_speed095.wav,기름이 졸아붙은 남폿불을 돋워 가며 잠을 이루지 못하는 겨울 밤은 길기도 길었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800762.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000339_speed105.wav,기름이 졸아붙은 남폿불을 돋워 가며 잠을 이루지 못하는 겨울 밤은 길기도 길었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800762.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000339_noise.wav,기름이 졸아붙은 남폿불을 돋워 가며 잠을 이루지 못하는 겨울 밤은 길기도 길었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800762.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000340_orig.wav,옥점 어머니는 뭐라고 대답을 하려다가 그만 참았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800763.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000340_speed095.wav,옥점 어머니는 뭐라고 대답을 하려다가 그만 참았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800763.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000340_speed105.wav,옥점 어머니는 뭐라고 대답을 하려다가 그만 참았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800763.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000340_noise.wav,옥점 어머니는 뭐라고 대답을 하려다가 그만 참았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800763.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000341_orig.wav,그는 천천히 삼청동 비탈길을 내려오기 시작하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800764.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000341_speed095.wav,그는 천천히 삼청동 비탈길을 내려오기 시작하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800764.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000341_speed105.wav,그는 천천히 삼청동 비탈길을 내려오기 시작하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800764.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000341_noise.wav,그는 천천히 삼청동 비탈길을 내려오기 시작하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800764.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000342_orig.wav,영신은 건배의 아낙이 이고 나온 묵직한 함지박을 받아 내려놓는다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800765.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000342_speed095.wav,영신은 건배의 아낙이 이고 나온 묵직한 함지박을 받아 내려놓는다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800765.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000342_speed105.wav,영신은 건배의 아낙이 이고 나온 묵직한 함지박을 받아 내려놓는다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800765.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000342_noise.wav,영신은 건배의 아낙이 이고 나온 묵직한 함지박을 받아 내려놓는다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800765.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000343_orig.wav,"아이고, 불쌍해라",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998445.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000343_speed095.wav,"아이고, 불쌍해라",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998445.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000343_speed105.wav,"아이고, 불쌍해라",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998445.mp3,speed105
